trave_points,stars,users,price,num_of_features,beach,bar,massage,child_care,restaurant_show,bike_rent,car_rent,rooftop,fitness,spa,inclusive,billyard,swimming_pool,kitchen,fishing
0.0,2,0,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,5,0,4256454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,2,0,500000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,2,0,4758795,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,4,0,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,4,0,500000,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.0,4,0,7458447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,4,0,500000,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.0,0,0,2721658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,3,0,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,4,0,4174622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,3,0,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,3,0,347030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,4,0,946083,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.0,2,0,467067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,3,0,2177536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,3,0,3116372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,5,0,4256454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,0,0,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,2,0,248998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,3,0,1362950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,3,0,491190,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,2,0,467194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,3,0,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,2,0,4553415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,3,0,4027131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,3,0,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,4,0,500000,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,3,0,500000,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.0,2,0,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,2,0,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,5,0,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,4,0,3169717,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.0,2,0,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,3,0,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,2,0,500000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,4,0,2045329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,0,0,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,4,0,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,3,0,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,0,0,2575301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,0,0,700000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,4,0,2899999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,2,0,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,0,0,3915502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,0,0,1338995,5,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
0.0,2,0,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,4,0,8813553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,2,0,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,3,0,2435962,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.0,0,0,3509316,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
7.6,3,18,252708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,4,0,5857300,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.0,0,0,1317068,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
0.0,4,0,1911131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,5,0,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,4,0,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,4,0,824726,4,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0
0.0,4,0,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,4,0,2864119,6,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0
0.0,0,0,4949745,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.0,0,0,2076786,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.0,3,0,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.8,5,49,3048775,6,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0
0.0,4,0,2864119,6,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0
0.0,0,0,4949745,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.0,3,0,500000,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7.6,2,33,132553,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,5,0,4512266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.6,3,87,812214,4,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
0.0,4,0,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,4,0,3568949,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,0,0,500000,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8.8,4,30,2502558,6,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0
7.9,4,307,2405341,4,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
7.2,4,7,1105497,6,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0
9.8,5,5,6883222,6,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
0.0,4,0,2885878,6,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0
8.6,3,63,2829575,6,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0
8.6,4,79,1111367,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
0.0,3,0,2944154,4,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.0,4,0,500000,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.0,4,0,500000,6,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0
9.0,5,9,2529116,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
8.6,4,79,1111367,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
0.0,4,0,500000,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9.1,3,12,743310,6,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0
0.0,3,0,390499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,3,0,241697,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,4,0,1698068,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.0,3,0,444396,3,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
0.0,1,0,128571,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,4,0,500000,6,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.0,3,0,500000,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,3,0,460000,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,4,0,2001968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,3,0,500000,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7.2,4,7,1105497,6,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0
0.0,3,0,500000,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.0,1,0,665464,6,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0
0.0,4,0,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,0,0,6375000,6,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0
0.0,4,0,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,3,0,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,3,0,922042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.3,1,7,608559,5,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0
0.0,3,0,390499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,4,0,1698068,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.0,3,0,444396,3,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
0.0,1,0,128571,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,3,0,500000,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,4,0,500000,6,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
8.6,1,220,369205,4,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0
0.0,0,0,285000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.8,4,484,532914,4,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0
0.0,4,0,2287979,6,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0
8.9,0,6,299945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,4,0,500000,6,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0.0,2,0,648000,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7.1,4,15,1200600,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
9.0,2,24,270250,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
0.0,0,0,330000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,2,0,500000,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
9.0,4,46,1345220,4,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0
9.4,3,8,400000,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
8.2,3,538,259999,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8.5,1,12,123500,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.0,5,0,500000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8.8,3,43,503839,6,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0
0.0,0,0,1438047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,4,0,3849285,6,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.0,1,0,500000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.0,3,0,500000,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
8.6,4,15,546250,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.0,3,0,516893,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
0.0,0,0,1385713,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.0,4,0,3858805,6,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
8.6,3,22,765000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,0,0,754553,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.0,0,0,7765091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.1,3,60,800110,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
7.8,5,26,18349046,6,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0
7.3,1,25,131029,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
0.0,3,0,1174421,6,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1
0.0,3,0,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,2,0,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,3,0,796125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.0,0,0,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,3,0,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,3,0,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,3,0,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,3,0,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,3,0,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,4,0,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,3,0,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,5,0,2941538,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.0,0,0,500000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.0,0,0,4552952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,0,0,5817097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,3,0,3267000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,0,0,884557,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.0,2,0,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,4,0,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,3,0,3488187,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
7.8,3,216,500000,6,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.0,4,0,2681238,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.0,3,0,2479921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.9,1,44,236641,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7.8,3,94,304437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,1,0,500000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,5,0,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.0,1,31,268416,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,5,0,5763856,3,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
0.0,3,0,2991506,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.0,0,0,266104,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.6,4,150,810000,6,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0
8.3,1,66,303364,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8.9,3,10,994000,4,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
0.0,3,0,500000,6,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
8.8,1,6,158223,3,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
0.0,4,0,500000,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.0,4,0,500000,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.0,2,0,500000,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
0.0,2,0,385000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.4,2,63,474575,6,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
8.3,0,14,225000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8.6,2,43,293517,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,0,0,500000,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.0,1,0,951353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.2,0,59,273958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,3,0,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,0,0,500000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8.8,2,7,201904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.7,3,5,497540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,4,0,2076494,6,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0
0.0,3,0,3497142,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.0,0,0,500000,6,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
0.0,2,0,1166912,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.0,3,0,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,2,0,882353,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.0,4,0,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.3,3,189,419346,4,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
8.6,4,94,2077232,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.0,5,0,19669760,6,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
8.8,2,10,119614,6,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
9.2,4,5,450000,4,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
0.0,4,0,500000,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.0,4,0,4827631,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.0,3,0,500000,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8.1,0,5,515000,4,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
9.2,3,12,335178,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.0,0,0,500000,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7.9,3,18,270679,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.0,4,0,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.3,1,7,402791,4,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0
9.0,0,235,133080,6,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
8.0,1,37,266666,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
9.1,2,37,360101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.2,2,13,118851,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.1,4,12,4030211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,3,0,249105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,3,0,500000,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,3,0,500000,6,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0
0.0,0,0,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,3,0,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,3,0,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,0,0,321401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,0,0,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,3,0,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,0,0,500000,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,4,0,500000,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.0,0,0,249999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,0,0,2314935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,4,0,2814815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,4,0,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,4,0,2348392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,4,0,2321469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,4,0,820539,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.0,1,0,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,0,0,1519965,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.0,2,0,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,3,0,340311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,0,0,1179308,6,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
0.0,4,0,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,4,0,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,0,0,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,4,0,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,3,0,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,3,0,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,1,0,500000,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.0,0,0,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,4,0,5798168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,4,0,500000,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
0.0,3,0,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,3,0,500000,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.0,5,0,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,2,0,500000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,0,0,4680471,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.0,3,0,1828574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,0,0,4242184,5,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
0.0,0,0,79358246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,0,0,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,3,0,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,4,0,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,3,0,500000,6,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0
0.0,4,0,500000,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.0,4,0,3300500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,3,0,1336446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,5,0,500000,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,4,0,500000,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
0.0,3,0,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,0,0,4761625,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.0,3,0,1022793,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.0,2,0,5082000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,4,0,5615319,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.0,4,0,500000,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.0,3,0,2888704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,3,0,500000,6,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0
0.0,0,0,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,4,0,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,0,0,4252347,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.0,3,0,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,4,0,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,0,0,4951744,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.0,4,0,1208035,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.0,3,0,554223,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,3,0,1499999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,1,0,302500,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,3,0,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,4,0,500000,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,3,0,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.2,2,68,160644,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,4,0,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,3,0,575482,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
8.5,2,8,374365,6,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
8.7,5,12,1541205,6,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0
0.0,3,0,285000,5,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0
0.0,0,0,2530774,6,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0
8.4,1,79,211026,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
0.0,4,0,3254062,6,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
0.0,3,0,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,1,0,665000,6,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0
8.2,3,69,1167085,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
8.8,0,9,291836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,0,0,3611522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,3,0,1777698,6,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
0.0,4,0,1488465,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,2,0,500000,5,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
0.0,4,0,500000,6,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
9.2,0,5,286696,3,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
7.4,2,266,137437,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.6,3,68,496113,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,4,0,1640408,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0.0,3,0,1167159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,0,0,3727245,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8.9,0,5,1709789,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,0,0,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.2,2,60,139925,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
0.0,3,0,760477,6,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0
0.0,0,0,405000,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
7.9,0,11,604644,4,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
