name,trave_points,stars,users,price,num_of_features,all_features,location
The Bali Rama City Hotel, 7.6 ,0,(213),Rp 396.880,1,['Tanda khusus bagi tuna netra'],"Denpasar Selatan, Denpasar"
Villa Ombak Kedungu, 8.6 ,2,(59),Rp 377.201,2,"['Olah raga air', 'Selancar']","Tanah Lot, Tabanan"
Bali Emerald Villas,0,3,,Rp 3.378.087,0,[],"Sanur, Bali"
Green Studio Apartment, 9 ,2,(15),Rp 646.229,6,"['Perahu bermotor', 'Banana boat', 'Ski air', 'Jet ski', 'Menyelam', 'Check-out ekspress']","Sanur, Bali"
Pangkung Carik Villas by Pramana,0,0,,Rp 977.018,3,"['Layanan pijat', 'Check-out ekspress', 'Area piknik']","Kemenuh, Ubud"
Villa Puri Ayu,0,3,,Rp 1.073.587,0,[],"Sanur, Bali"
The Awan Villas, 8.7 ,4,(145),Rp 1.663.179,3,"['Penyewaan sepeda', 'Sewa mobil', 'Layanan pijat']","Seminyak, Kuta"
Lili Residence Hayam Wuruk,0,0,,Rp 916.666,2,"['Pengering pakaian', 'Dapur kecil']","Panjer - AT, Denpasar Selatan"
D'legon Luxury Villa,0,0,,Rp 1.497.105,2,"['Restoran show cooking', 'Bar di kolam renang']","Ubud, Gianyar"
The Lavana Estasia Villa Nusa Dua,0,0,,Rp 1.453.540,0,[],"Nusa Dua, Kuta Selatan"
Adi Pelita Sari, 8 ,0,(12),Rp 398.326,0,[],"Denpasar Barat, Denpasar"
The Bali Dream Villa Seminyak, 8.7 ,4,(15),Rp 2.211.172,5,"['Penyewaan sepeda', 'Sewa mobil', 'Layanan pijat', 'Bar di kolam renang', 'Spa']","Seminyak, Kuta"
Aniniraka Resort And Spa, 8.4 ,4,(160),Rp 594.454,0,[],"Sayan, Ubud"
Hotel Puri Nusa Indah , 8.3 ,2,(77),Rp 336.245,0,[],"Denpasar Timur, Denpasar"
Kumpul Kumpul Villa Seminyak, 9.2 ,3,(6),Rp 1.228.640,4,"['Antar-jemput bandara', 'Payung pantai', 'Kursi berjemur tepi kolam', 'Spa']","Seminyak, Kuta"
Amansari Villa, 8.2 ,3,(18),Rp 1.046.517,1,['Dapur kecil'],"Sanur, Bali"
Ellies Kuta Resident,0,0,,Rp 310.223,0,[],"Legian, Kuta"
Royal Majesty Villas Jimbaran, 8.3 ,4,(13),Rp 1.224.183,0,[],"Jimbaran, Kuta Selatan"
NG Sweet Home Penida, 9.6 ,3,(30),Rp 746.062,5,"['Pengering pakaian', 'Sewa mobil', 'Layanan pijat', 'Kursi berjemur tepi kolam', 'Check-out ekspress']","Nusa Penida, Nusa Island"
ibis Styles Bali Legian, 8.4 ,4,(171),Rp 649.415,1,['Check-out ekspress'],"Legian, Kuta"
Domisili Villas Canggu Bali by Fays Hospitality, 9.5 ,4,(6),Rp 3.084.560,4,"['Layanan pijat', 'Dapur kecil', 'Pusat kebugaran', 'Spa']","Canggu, Kuta Utara"
The Alantara Sanur, 8.7 ,4,(122),Rp 2.477.362,6,"['Layanan pijat', 'Dapur kecil', 'Pusat kebugaran', 'Bar di kolam renang', 'Spa', 'Bar']","Sanur, Bali"
Elegant 2BR (No Kitchen) at Skales Residence Nusa Dua Bali Apartment By Travelio,0,0,,Rp 923.268,0,[],"Nusa Dua, Kuta Selatan"
Aneka Lovina Villas & Spa, 8.6 ,3,(157),Rp 641.223,6,"['Bar', 'Area main anak', 'Layanan pijat', 'Bar di kolam renang', 'Spa', 'Bar']","Lovina, Buleleng"
Villa Cosmo Seminyak, 8.5 ,3,(10),Rp 1.921.150,1,['Dapur kecil'],"Seminyak, Kuta"
Dewa Bharata Bungalow Ubud, 8.2 ,3,(70),Rp 406.607,2,"['Penyewaan sepeda', 'Sewa mobil']","Sayan, Ubud"
At The Beach Candidasa, 8.7 ,3,(31),Rp 501.356,6,"['Snorkeling', 'Kano', 'Menyelam', 'Bar pantai', 'Handuk pantai', 'Bar di kolam renang']","Candidasa, Karangasem"
Magatama Villa, 7.9 ,0,(5),Rp 1.648.071,0,[],"Sebatu, Tegallalang"
The Nicho's Bungalows & Villas, 8.6 ,3,(43),Rp 320.099,6,"['Perahu bermotor', 'Pemancingan', 'Menyelam', 'Layanan pijat', 'Antar-jemput bandara', 'Kursi berjemur tepi kolam']","Nusa Lembongan, Nusa Island"
Alam Anda Ocean Front Resort & Spa, 8.7 ,4,(7),Rp 1.032.904,6,"['Restoran show cooking', 'Winery', 'Bar di kolam renang', 'Aksesibel bagi penyandang disabilitas', 'Check-out ekspress', 'Bar']","Tejakula, Buleleng"
Matahari Bungalow, 8.4 ,3,(67),Rp 582.230,3,"['Penyewaan sepeda', 'Bar di kolam renang', 'Bar']","Legian, Kuta"
Sadana Bali Guest House, 8 ,3,(125),Rp 318.887,0,[],"Sanur, Bali"
Locomotive Hotel and Spa, 8.2 ,0,(6),Rp 912.941,6,"['Banana boat', 'Kano', 'Menyelam', 'Bar di kolam renang', 'Check-out ekspress', 'Bar']","Nusa Lembongan, Nusa Island"
Lavana Villa Seminyak, 8.8 ,0,(9),Rp 2.580.117,0,[],"Seminyak, Kuta"
Puri Suksma Ubud, 8.2 ,3,(162),Rp 1.747.975,6,"['Penyewaan sepeda', 'Sewa mobil', 'Layanan pijat', 'Bar di kolam renang', 'Antar-jemput bandara', 'Spa']","Ubud, Gianyar"
Double A House ,0,0,,Rp 398.884,0,[],"Canggu, Kuta Utara"
Daniswara Villa, 8.1 ,4,(6),Rp 1.192.847,6,"['Transportasi ke pantai', 'Sewa mobil', 'Dapur kecil', 'Antar-jemput bandara', 'Kursi berjemur tepi kolam', 'Bar']","Ungasan, Uluwatu"
Ananda Villa by Hombali,0,4,,Rp 3.194.716,1,['Kursi berjemur tepi kolam'],"Jimbaran, Kuta Selatan"
Aswanaya Villas & Suites, 9 ,0,(39),Rp 1.381.671,0,[],"Ubud, Gianyar"
Lucky Garden Villa Petang,0,0,,Rp 894.444,0,[],"Plaga, Badung"
Victory Munggu by ecommerceloka, 8.4 ,0,(9),Rp 506.235,0,[],"Canggu, Kuta Utara"
The Pavilions Bali,0,3,,Rp 5.112.145,6,"['Layanan pijat', 'Pusat kebugaran', 'Bar di kolam renang', 'Perpustakaan', 'Kursi berjemur tepi kolam', 'Spa']","Sanur, Bali"
The Hidden Paradise Ubud, 8.7 ,4,(14),Rp 2.494.829,5,"['Sewa mobil', 'Handuk pantai', 'Layanan pijat', 'Check-out ekspress', 'Spa']","Tampaksiring, Ubud"
The VinHill Studio Bali Apartment, 8.4 ,2,(43),Rp 428.277,0,[],"Denpasar Selatan, Denpasar"
Collection O 91479 Indah Home Stay, 8.3 ,1,(6),Rp 130.930,0,[],"Payangan, Ubud"
JAPA Suites & Villas, 8.9 ,0,(21),Rp 1.527.024,3,"['Tenda di tepi kolam', 'Kursi berjemur tepi kolam', 'Spa']","Monkey Forest, Ubud"
Arumanis Homestay,0,3,,Rp 643.209,1,['Antar-jemput bandara'],"Pecatu, Uluwatu"
Liberta Resort Benoa Bali,0,4,,Rp 1.061.549,0,[],"Tanjung Benoa, Nusa Dua"
4BR Luxe Pool Villa Canggu near Finns,0,4,,Rp 4.141.611,0,[],"Canggu, Kuta Utara"
Anahata Villas and Spa Resort, 8.7 ,4,(99),Rp 1.357.624,6,"['Sewa mobil', 'Layanan pijat', 'Pusat kebugaran', 'Antar-jemput bandara', 'Spa', 'Bar']","Tegallalang, Ubud"
Apartment Lotus Garden, 8.4 ,0,(81),Rp 232.624,2,"['Dapur kecil', 'Teras rooftop']","Denpasar Timur, Denpasar"
Gading Treehouse Nusapenida,0,0,,Rp 520.968,6,"['Perahu bermotor', 'Banana boat', 'Pemancingan', 'Bersepeda atau bersepeda gunung', 'Menyelam', 'Bar']","Nusa Penida, Nusa Island"
makali Temple Village,0,4,,Rp 3.748.889,0,[],"Canggu, Kuta Utara"
Lotus Tirta Seminyak, 8.5 ,3,(49),Rp 727.620,0,[],"Seminyak, Kuta"
Danka Villa Sanur, 9.2 ,5,(71),Rp 2.011.738,6,"['Jacuzzi', 'Layanan pijat', 'Dapur kecil', 'Antar-jemput bandara', 'Check-out ekspress', 'Spa']","Sanur, Bali"
Adiwana Unagi Suites, 9 ,4,(49),Rp 2.921.391,6,"['Aktivitas outdoor', 'Layanan pijat', 'Pusat kebugaran', 'Teras rooftop', 'Check-out ekspress', 'Bar']","Ubud, Gianyar"
Sunset Residence Condotel, 8.4 ,3,(298),Rp 994.450,4,"['Penyewaan sepeda', 'Sewa mobil', 'Layanan pijat', 'Aksesibel bagi penyandang disabilitas']","Legian, Kuta"
Villa Karina Umalas,0,3,,Rp 2.465.566,1,['Kursi berjemur tepi kolam'],"Umalas, Kuta Utara"
Belvilla Pleasant Seaside Lovina Beach,0,2,,Rp 329.386,0,[],"Singaraja, Buleleng"
Villa Bocce,0,4,,Rp 5.807.538,0,[],"Canggu, Kuta Utara"
The Secret Jungle Villas Seminyak,0,0,,Rp 2.311.179,1,['Dapur kecil'],"Seminyak, Kuta"
Urban Haven Sanur, 9 ,0,(39),Rp 427.871,0,[],"Sanur, Bali"
Dive & Dwell Tulamben,0,3,,Rp 500.000,1,['Bar'],"Tulamben, Karangasem"
Mardika Private Villa,0,4,,Rp 1.066.194,1,['Handuk pantai'],"Kedewatan, Ubud"
Villa Mertanadi,0,0,,Rp 1.181.571,0,[],"Seminyak, Kuta"
Campuhan Sebatu Resort,0,4,,Rp 1.498.285,0,[],"Sebatu, Tegallalang"
Sanur Agung Suite, 8.6 ,3,(45),Rp 462.750,2,"['Aksesibel bagi penyandang disabilitas', 'Kursi berjemur tepi kolam']","Sanur, Bali"
Kos 168 Jimbaran,0,4,,Rp 312.940,0,[],"Jimbaran, Kuta Selatan"
Astagina Resort Villa and Spa, 8.3 ,4,(77),Rp 1.358.075,6,"['Kapal layar', 'Banana boat', 'Menyelam', 'Fasilitas bisnis', 'Aksesibel bagi penyandang disabilitas', 'Bar']","Legian, Kuta"
Al-Isha (Home for Spiritual Travelers), 8.7 ,2,(39),Rp 566.453,4,"['Sewa mobil', 'Pusat kebugaran', 'Antar-jemput bandara', 'Spa']","Denpasar Barat, Denpasar"
Visual Inn, 9.2 ,0,(140),Rp 208.607,0,[],"Nusa Penida, Nusa Island"
Munduk Kupang Sekumpul Villa ,0,0,,Rp 1.064.688,0,[],"Sawan, Buleleng"
Trijaya Guest House, 8.9 ,2,(38),Rp 247.839,6,"['Snorkeling', 'Pemancingan', 'Menyelam', 'Handuk pantai', 'Pusat kebugaran', 'Aksesibel bagi penyandang disabilitas']","Pemuteran, Buleleng"
Sriwedari House Keramas , 9.4 ,0,(5),Rp 767.602,0,[],"Keramas, Gianyar"
Akatara Villa Nusa Dua by The Lavana (1 Bedroom Villa),0,0,,Rp 1.264.113,0,[],"Nusa Dua, Kuta Selatan"
Hotel Tjampuhan Spa, 9 ,3,(23),Rp 1.495.853,0,[],"Sayan, Ubud"
Dea Graha, 8.3 ,0,(42),Rp 223.798,0,[],"Denpasar Selatan, Denpasar"
Art Canggu Village,0,0,,Rp 525.567,0,[],"Canggu, Kuta Utara"
Cove Urbanest Inn,0,3,,Rp 599.910,0,[],"Seminyak, Kuta"
Kalapa Boutique Resort & Yoga Retreat 	, 8.4 ,4,(37),Rp 1.338.286,6,"['Selancar', 'Ruang santai', 'Pemancingan', 'Tunggang kuda', 'Check-out ekspress', 'Bar']","Canggu, Kuta Utara"
The Kamare, 9.3 ,0,(6),Rp 806.226,1,['Kursi berjemur tepi kolam'],"Canggu, Kuta Utara"
Uma Kakul Villa, 9.1 ,4,(45),Rp 1.562.789,0,[],"Sebatu, Tegallalang"
Kerti Suite,0,2,,Rp 531.457,0,[],"Tanah Lot, Tabanan"
Gajah Villas Bali by Nagisa Bali, 8.4 ,4,(6),Rp 4.406.901,6,"['Bowling', 'Banana boat', 'Ruang santai', 'Kano', 'Dapur kecil', 'Check-out ekspress']","Seminyak, Kuta"
The Studio Inn Nusa Dua, 8 ,3,(254),Rp 376.875,0,[],"Nusa Dua, Kuta Selatan"
Intan Legian Seminyak Villa,0,5,,Rp 2.059.284,6,"['Penitipan anak', 'Menyelam', 'Penitipan sepeda', 'Pengering pakaian', 'Layanan pijat', 'Antar-jemput bandara']","Denpasar Barat, Denpasar"
Padi Bali Retreat,0,4,,Rp 1.093.936,0,[],"Payangan, Ubud"
Kanhara Villas by Pramana Villas,0,4,,Rp 2.083.926,0,[],"Ubud, Gianyar"
Manah Shanti Suite by Pramana Villas, 9 ,3,(18),Rp 935.747,0,[],"Ubud, Gianyar"
Anda Amed Villas & Spa,0,0,,Rp 986.570,3,"['Layanan pijat', 'Dapur kecil', 'Spa']","Amed, Karangasem"
The Patra Villa,0,3,,Rp 1.849.571,2,"['Paket proposal romantis', 'Spa']","Sebatu, Tegallalang"
Outpost Ubud Bungalows,0,3,,Rp 768.333,0,[],"Ubud, Gianyar"
 Villa Teman, 8.9 ,3,(15),Rp 3.106.110,6,"['Area berpayung', 'Handuk pantai', 'Layanan pijat', 'Dapur kecil', 'Kursi berjemur tepi kolam', 'Spa']","Lovina, Buleleng"
Putu Bali Villa & Spa, 8.8 ,3,(45),Rp 829.771,6,"['Restoran show cooking', 'Dapur kecil', 'Bilyar', 'Bar di kolam renang', 'Check-out ekspress', 'Bar']","Seminyak, Kuta"
Dayung Villa by Reccoma, 9.6 ,4,(11),Rp 542.092,6,"['Ruang santai', 'Aktivitas outdoor', 'Penyewaan sepeda', 'Handuk pantai', 'Teras rooftop', 'Kursi berjemur tepi kolam']","Nusa Lembongan, Nusa Island"
Villa Venice ,0,0,,Rp 2.134.520,2,"['Dapur kecil', 'Check-out ekspress']","Legian, Kuta"
N'jung Bali Camp, 8.9 ,2,(103),Rp 416.500,1,['Bar'],"Kintamani, Bangli"
"Maca Villas & Residence, Umalas", 8.7 ,4,(22),Rp 2.131.133,5,"['Penitipan anak', 'Penyewaan sepeda', 'Sewa mobil', 'Layanan pijat', 'Spa']","Umalas, Kuta Utara"
The Hide Hostel at Canggu - Adults Only, 6.3 ,2,(12),Rp 95.839,0,[],"Canggu, Kuta Utara"
Casa Amarta - Canggu,0,4,,Rp 883.718,0,[],"Canggu, Kuta Utara"
Pertiwi Resorts And Spa, 8.6 ,4,(433),Rp 741.189,3,"['Layanan pijat', 'Spa', 'Bar']","Monkey Forest, Ubud"
Tirta Sari Bungalows, 8.7 ,3,(17),Rp 590.890,6,"['Layanan pijat', 'Bar di kolam renang', 'Perpustakaan', 'Kursi berjemur tepi kolam', 'Spa', 'Bar']","Pemuteran, Buleleng"
The Beverly Hills Bali a Luxury Villas & Spa, 8.5 ,4,(13),Rp 2.476.928,6,"['Lapangan golf', 'Dapur kecil', 'Bilyar', 'Payung pantai', 'Check-out ekspress', 'Bar']","Ungasan, Uluwatu"
Repag Wayan Hostel ,0,0,,Rp 315.373,5,"['Olah raga air', 'Selancar', 'Windsurf', 'Pemancingan', 'Menyelam']","Canggu, Kuta Utara"
Kayangan Villas Saba,0,5,,Rp 1.930.771,1,['Paket proposal romantis'],"Saba, Keramas"
Alam Canggu by ABM ,0,0,,Rp 456.356,2,"['Layanan pijat', 'Spa']","Canggu, Kuta Utara"
Sunny village,0,4,,Rp 2.769.825,1,['Spa'],"Canggu, Kuta Utara"
HOTEL WARTA SARI, 7.9 ,1,(95),Rp 181.353,2,"['Sewa mobil', 'Antar-jemput bandara']","Denpasar Utara, Denpasar"
Seminyak Sanctuary Villa by Ini Vie Hospitality , 9 ,4,(357),Rp 2.143.993,3,"['Transportasi ke pantai', 'Dapur kecil', 'Hewan kecil diizinkan']","Legian, Kuta"
Sanur Guest House, 7.9 ,2,(34),Rp 420.238,2,"['Penitipan sepeda', 'Sewa mobil']","Sanur, Bali"
B2FJ Residence Jimbaran Nusa Dua,0,0,,Rp 990.714,2,"['Kursi berjemur', 'Teras rooftop']","Nusa Dua, Kuta Selatan"
Baruna Lakeside View,0,0,,Rp 341.704,0,[],"Kintamani, Bangli"
Senetan Villas and Spa Resort, 8.7 ,5,(77),Rp 932.825,6,"['Bar', 'Winery', 'Area main anak', 'Dapur kecil', 'Check-out ekspress', 'Bar']","Payangan, Ubud"
Coral View Villas, 8.5 ,3,(9),Rp 1.153.172,5,"['Pantai privat', 'Penitipan anak', 'Penyewaan sepeda', 'Sewa mobil', 'Layanan pijat']","Amed, Karangasem"
Belvilla Scenic Picturesque Near Monkey Forest,0,4,,Rp 1.302.136,0,[],"Ubud, Gianyar"
Yana Villas Kemenuh,0,2,,Rp 719.396,3,"['Layanan pijat', 'Antar-jemput bandara', 'Aksesibel bagi penyandang disabilitas']","Kemenuh, Ubud"
Nusa Dua Bayview, 8.8 ,4,(110),Rp 2.267.498,3,"['Sewa mobil', 'Layanan pijat', 'Spa']","Nusa Dua, Kuta Selatan"
Papillon Umalas Villas, 8.6 ,4,(35),Rp 2.173.108,6,"['Penyewaan sepeda', 'Layanan pijat', 'Dapur kecil', 'Teras rooftop', 'Antar-jemput bandara', 'Spa']","Umalas, Kuta Utara"
Sativa Sanur Cottages, 8.6 ,3,(27),Rp 961.922,6,"['Penyewaan sepeda', 'Sewa mobil', 'Layanan pijat', 'Bar di kolam renang', 'Spa', 'Bar']","Sanur, Bali"
D'Tunjung Resort & Spa, 8.3 ,3,(73),Rp 456.231,6,"['Jacuzzi', 'Penitipan anak', 'Penyewaan sepeda', 'Sewa mobil', 'Layanan pijat', 'Spa']","Candidasa, Karangasem"
Mana Earthly Paradise,0,0,,Rp 574.420,6,"['Bersepeda atau bersepeda gunung', 'Aktivitas outdoor', 'Area main anak', 'Layanan pijat', 'Aksesibel bagi penyandang disabilitas', 'Area piknik']","Sayan, Ubud"
OYO 91971 Hotel Puri Sokasati,0,0,,Rp 169.308,1,['Check-out ekspress'],"Denpasar Timur, Denpasar"
Balitung Villa Seminyak,0,0,,Rp 1.001.426,1,['Jacuzzi'],"Seminyak, Kuta"
Villa Panchajanya,0,3,,Rp 3.542.569,0,[],"Seminyak, Kuta"
Waringin Homestay, 8.5 ,1,(85),Rp 226.415,1,['Sewa mobil'],"Poppies, Kuta"
Sanur Lodge, 7.9 ,4,(19),Rp 477.997,1,['Check-out ekspress'],"Sanur, Bali"
Double D Guesthouse and Villa,0,0,,Rp 365.366,0,[],"Umalas, Kuta Utara"
KINTAMANI Paradise, 8.5 ,3,(9),Rp 683.704,1,['Kursi berjemur tepi kolam'],"Kintamani, Bangli"
Kibu Kauh Sunrise Cottage Penida, 8.7 ,0,(194),Rp 220.444,3,"['Aktivitas outdoor', 'Pengering pakaian', 'Sewa mobil']","Nusa Penida, Nusa Island"
City Garden Bali Dwipa Hotel, 8.6 ,3,(131),Rp 319.014,4,"['Penyewaan sepeda', 'Layanan pijat', 'Antar-jemput bandara', 'Spa']","Legian, Kuta"
Lasamana Villas Ubud by Pramana Villas, 9 ,4,(85),Rp 3.245.182,0,[],"Ubud, Gianyar"
Green Lava Lake View Glamping Bedugul,0,0,,Rp 747.302,0,[],"Bedugul, Tabanan"
Alba Inn by Soo Bali,0,2,,Rp 753.547,0,[],"Sanur, Bali"
Papa Sun Villas, 9.2 ,3,(65),Rp 983.044,0,[],"Nusa Penida, Nusa Island"
Berawa Dini Guesthouse, 8.6 ,0,(8),Rp 909.053,4,"['Olah raga air', 'Layanan pijat', 'Kursi berjemur tepi kolam', 'Check-out ekspress']","Canggu, Kuta Utara"
Lovinalife Room & Cafe , 8.9 ,3,(78),Rp 604.963,1,['Pusat kebugaran'],"Lovina, Buleleng"
Mutiara Bali Boutique Resort Villas and Spa	, 9.1 ,4,(15),Rp 1.124.526,6,"['Aerobik', 'Sewa mobil', 'Handuk pantai', 'Pusat kebugaran', 'Antar-jemput bandara', 'Bar']","Seminyak, Kuta"
Kartika Villas, 8.8 ,2,(121),Rp 416.339,6,"['Restoran show cooking', 'Handuk pantai', 'Layanan pijat', 'Payung pantai', 'Aksesibel bagi penyandang disabilitas', 'Check-out ekspress']","Lovina, Buleleng"
Sun & Moon Villa,0,4,,Rp 2.438.640,0,[],"Canggu, Kuta Utara"
The Springs Villas Jimbaran,0,4,,Rp 1.339.908,1,['Spa'],"Jimbaran, Kuta Selatan"
Nusa Sentana Lembongan Bali, 8.7 ,2,(17),Rp 188.343,3,"['Selancar', 'Layanan pijat', 'Bar di kolam renang']","Nusa Lembongan, Nusa Island"
Villa Sonia Bisma,0,3,,Rp 618.461,0,[],"Monkey Forest, Ubud"
Nadi Nature Resort - Adults Only,0,5,,Rp 1.661.873,2,"['Area piknik', 'Spa']","Baturiti, Tabanan"
Hotel Jati Sanur, 8.6 ,3,(9),Rp 774.752,5,"['Golf', 'Penyewaan sepeda', 'Sewa mobil', 'Layanan pijat', 'Spa']","Sanur, Bali"
Umma Bali Menjangan, 9.1 ,0,(9),Rp 708.909,6,"['Olah raga air', 'Snorkeling', 'Pemancingan', 'Kano', 'Bersepeda atau bersepeda gunung', 'Menyelam']","Menjangan, Buleleng"
Hotel Gran Surya, 8.4 ,3,(350),Rp 646.928,2,"['Sewa mobil', 'Spa']","Seririt, Buleleng"
Kubu Padi Wooden House,0,3,,Rp 669.718,0,[],"Pemuteran, Buleleng"
Zenubud Villa,0,4,,Rp 2.606.930,0,[],"Tampaksiring, Ubud"
New Modern 2BR Villa by Azure,0,4,,Rp 2.367.168,0,[],"Canggu, Kuta Utara"
Desamuda Village, 8.8 ,4,(51),Rp 1.571.478,5,"['Kursi berjemur', 'Layanan pijat', 'Dapur kecil', 'Perpustakaan', 'Spa']","Seminyak, Kuta"
Lembayung Sari Homestay, 8.6 ,2,(131),Rp 301.082,2,"['Sewa mobil', 'Antar-jemput bandara']","Denpasar Selatan, Denpasar"
Tutde Guest House,0,2,,Rp 462.807,0,[],"Abiansemal, Badung"
Wawa Wewe II Villas, 8 ,2,(37),Rp 665.078,6,"['Bar', 'Berlayar', 'Kano', 'Bersepeda atau bersepeda gunung', 'Menyelam', 'Bar']","Amed, Karangasem"
Bella Villa,0,3,,Rp 1.971.428,0,[],"Seminyak, Kuta"
Villa Boreh Resort and Spa,0,4,,Rp 1.155.237,6,"['Panahan', 'Bilyar', 'Fasilitas bisnis', 'Bar di kolam renang', 'Check-out ekspress', 'Bar']","Tejakula, Buleleng"
KoolKost @ Gatot Subroto Timur Denpasar, 7 ,0,(11),Rp 184.285,0,[],"Denpasar Timur, Denpasar"
Balam Bali Villa,0,3,,Rp 887.694,3,"['Perpustakaan', 'Check-out ekspress', 'Area piknik']","Mengwi, Badung"
Pulau Villa Canggu,0,0,,Rp 1.865.186,6,"['Kursi berjemur', 'Layanan pijat', 'Dapur kecil', 'Teras rooftop', 'Kursi berjemur tepi kolam', 'Check-out ekspress']","Canggu, Kuta Utara"
Gati Cottage, 8.8 ,0,(42),Rp 297.842,1,['Pengering pakaian'],"Nusa Penida, Nusa Island"
My Room Canggu, 7.8 ,0,(10),Rp 906.081,0,[],"Canggu, Kuta Utara"
Dewi Villa Padangbai Hotel, 8.4 ,3,(36),Rp 580.563,6,"['Snorkeling', 'Pemancingan', 'Menyelam', 'Aktivitas outdoor', 'Karaoke', 'Area berpayung']","Padangbai, Karangasem"
Surfer Garden Bali, 8.9 ,0,(109),Rp 410.700,0,[],"Sanur Kaja - AT, Denpasar Selatan"
Las Lunas Villas Canggu,0,0,,Rp 3.271.329,0,[],"Canggu, Kuta Utara"
Villa Sukra,0,3,,Rp 836.321,1,['Dapur kecil'],"Sayan, Ubud"
Ti Amo Bali, 8.6 ,3,(18),Rp 1.234.210,2,"['Penyewaan sepeda', 'Antar-jemput bandara']","Penebel, Tabanan"
OYO 91192 Homestay Antara, 7.8 ,1,(28),Rp 184.430,1,['Check-out ekspress'],"Gilimanuk, Jembrana"
Seminyak Square Hotel And Villas, 8.5 ,3,(157),Rp 833.996,6,"['Sewa mobil', 'Layanan pijat', 'Bar di kolam renang', 'Antar-jemput bandara', 'Kursi berjemur tepi kolam', 'Bar']","Seminyak, Kuta"
Jungle Retreat by Kupu Kupu Barong, 8.2 ,4,(37),Rp 1.458.923,1,['Pusat kebugaran'],"Kedewatan, Ubud"
Scape Condotel, 7.6 ,2,(8),Rp 934.039,1,['Dapur kecil'],"Sanur, Bali"
Puri Pandan Restaurant & Bungalows, 8.8 ,3,(7),Rp 406.803,1,['Bar'],"Candidasa, Karangasem"
La Sari Village,0,0,,Rp 1.001.954,5,"['Aktivitas outdoor', 'Handuk pantai', 'Kursi berjemur tepi kolam', 'Check-out ekspress', 'Area piknik']","Canggu, Kuta Utara"
Suara Alam Hotel Ubud  by Ini Vie Hospitality, 9.1 ,5,(12),Rp 1.508.247,6,"['Jacuzzi', 'Kursi berjemur', 'Handuk pantai', 'Layanan pijat', 'Hewan kecil diizinkan', 'Spa']","Ubud, Gianyar"
Nagara Boutique Hotel and Coworking,0,3,,Rp 1.399.637,3,"['Bar di kolam renang', 'Spa', 'Bar']","Jimbaran, Kuta Selatan"
Lavender Villa & Spa, 7.8 ,4,(29),Rp 1.171.353,6,"['Jacuzzi', 'Karaoke', 'Area main anak', 'Kursi berjemur tepi kolam', 'Spa', 'Bar']","Kuta, Badung"
D'jineng Rice Terrace Canggu, 8.6 ,2,(44),Rp 448.847,1,['Check-out ekspress'],"Canggu, Kuta Utara"
Bukit Suites Villa 3,0,0,,Rp 1.372.000,6,"['Aktivitas outdoor', 'Penitipan sepeda', 'Penyewaan sepeda', 'Kursi berjemur pantai', 'Sewa mobil', 'Check-out ekspress']","Ungasan, Uluwatu"
Shelter Island ,0,0,,Rp 1.176.000,0,[],"Kedewatan, Ubud"
La Rylin Villa,0,0,,Rp 1.485.522,1,['Dapur kecil'],"Kuta, Badung"
Alami Resort and Restaurant Amed,0,1,,Rp 456.195,4,"['Penyewaan sepeda', 'Sewa mobil', 'Layanan pijat', 'Spa']","Amed, Karangasem"
Santhi Graha Kuta Hotel, 8.1 ,2,(175),Rp 321.650,1,['Sewa mobil'],"Kuta, Badung"
Villa Cactus Bingin,0,3,,Rp 3.163.866,0,[],"Pecatu, Uluwatu"
Camaradvipa Retreat Munduk,0,3,,Rp 982.629,0,[],"Munduk, Buleleng"
Planta Luxury Boutique Resort, 8.8 ,5,(14),Rp 1.864.928,6,"['Transportasi ke pantai', 'Layanan pijat', 'Dapur kecil', 'Check-out ekspress', 'Spa', 'Bar']","Canggu, Kuta Utara"
Polestay Glamping Kintamani,0,0,,Rp 397.488,0,[],"Kintamani, Bangli"
Bemo Villas and Pool,0,0,,Rp 505.562,0,[],"Amlapura, Karangasem"
Tanta Escape by Pramana Villas, 8.5 ,3,(21),Rp 1.072.758,6,"['Tunggang kuda', 'Aktivitas outdoor', 'Layanan pijat', 'Kursi berjemur tepi kolam', 'Area piknik', 'Bar']","Tegallalang, Ubud"
Kov Ceningan,0,0,,Rp 500.000,6,"['Ruang santai', 'Bar pantai', 'Dapur kecil', 'Teras rooftop', 'Bar di kolam renang', 'Bar']","Nusa Ceningan, Nusa Island"
Cabé Bali,0,0,,Rp 948.642,0,[],"Abang, Karangasem"
Taman Sari Cottages II, 8.1 ,3,(310),Rp 366.692,2,"['Sewa mobil', 'Antar-jemput bandara']","Kuta, Badung"
SereS Springs Resort & Spa, 9 ,5,(84),Rp 2.468.903,6,"['Golf mini', 'Klub anak', 'Pusat kebugaran', 'Bar di kolam renang', 'Aksesibel bagi penyandang disabilitas', 'Bar']","Ubud, Gianyar"
Bali Eco Living Dormitory, 7.4 ,0,(13),Rp 95.077,0,[],"Denpasar Selatan, Denpasar"
Rijasa Agung Resort & Villas, 9.1 ,4,(22),Rp 1.301.462,3,"['Penitipan anak', 'Layanan pijat', 'Antar-jemput bandara']","Payangan, Ubud"
